Gene,Scaffold,Chromosome,ZorA,Non.sites,Syn.sites,pN,pS,dN,dS,SPM.Female
Msex2.07272,scaffold00180,14,A,534.333333333333,152.666666666667,10,10,7,7,0.595763162719694
Msex2.07273,scaffold00180,14,A,3141.33333333333,854.666666666666,8,27,5,15,0.920978772885245
Msex2.07274,scaffold00180,14,A,732.666666666667,179.333333333333,5,9,10,7,0.745975756009443
Msex2.07275,scaffold00180,14,A,648,165,13,7,0,0,0.311365829512267
Msex2.07276,scaffold00180,14,A,553,149,19,5,0,0,0.202267509645484
Msex2.07277,scaffold00180,14,A,942.333333333333,239.666666666667,6,7,0,0,0.606319707182975
Msex2.07278,scaffold00180,14,A,377.333333333333,102.666666666667,5,3,2,5,0.234117690741605
Msex2.07279,scaffold00180,14,A,769,209,21,5,5,1,0.26819202000489
Msex2.07280,scaffold00180,14,A,337.666666666667,100.333333333333,9,7,4,3,0.216654079086928
Msex2.07281,scaffold00180,14,A,740,208,8,6,0,0,0.606282565345112
Msex2.07282,scaffold00180,14,A,307.666666666667,73.3333333333333,2,1,0,0,0.541873852337473
Msex2.07283,scaffold00180,14,A,1168.66666666667,325.333333333333,1,0,9,12,0.358839238076254
Msex2.07284,scaffold00180,14,A,1955.66666666667,555.333333333333,40,12,0,0,0.661801583059921
Msex2.07285,scaffold00180,14,A,2177,616,43,25,0,0,0.663610348988959
Msex2.07286,scaffold00180,14,A,653,178,6,0,0,0,0.741034678204539
Msex2.07287,scaffold00180,14,A,251.333333333333,63.6666666666666,6,3,3,0,0.701816159706838
Msex2.07288,scaffold00176,21,A,946.333333333333,250.666666666667,0,0,1,0,1.4415018270237e-05
Msex2.07289,scaffold00176,21,A,424.666666666667,109.333333333333,2,0,0,0,0.345248569847254
Msex2.07290,scaffold00176,21,A,1732.66666666667,514.333333333333,24,28,2,3,0.555320918617607
Msex2.07291,scaffold00176,21,A,1240.66666666667,376.333333333333,34,24,7,5,0.814132697578798
Msex2.07292,scaffold00176,21,A,3182,1024,26,57,6,5,0.498611516432018
Msex2.07293,scaffold00176,21,A,13075.3333333333,3976.66666666667,103,59,54,24,0.511627038443768
Msex2.07294,scaffold00176,21,A,0,0,0,0,0,0,0.167006865837818
Msex2.07295,scaffold00176,21,A,936,240,17,9,11,6,2.76588945212948e-05
Msex2.07296,scaffold00176,21,A,1046.66666666667,300.333333333333,25,15,9,13,3.33706727435186e-05
Msex2.07297,scaffold00176,21,A,588.666666666667,185.333333333333,5,22,1,11,0.980006262521008
Msex2.07298,scaffold00176,21,A,401.333333333333,111.666666666667,0,7,0,4,0.375047031995471
Msex2.07299,scaffold00176,21,A,258,81,7,2,0,0,0.437082928059029
Msex2.07300,scaffold00176,21,A,194,55,3,1,0,0,0.383112629742722
Msex2.07301,scaffold00176,21,A,923.333333333333,234.666666666667,7,11,3,12,0.589393535385089
Msex2.07302,scaffold00176,21,A,1426,416,41,26,14,13,0.605536113654649
Msex2.07303,scaffold00176,21,A,413.333333333333,111.666666666667,2,10,1,9,0.640607660004294
Msex2.07304,scaffold00176,21,A,692.333333333333,201.666666666667,7,11,5,7,0.866427177480565
Msex2.07305,scaffold00176,21,A,747.666666666667,206.333333333333,16,18,2,17,0.867980210051211
Msex2.07306,scaffold00176,21,A,352.333333333333,127.666666666667,2,12,0,3,0.0194084565517772
Msex2.07307,scaffold00176,21,A,2061.66666666667,563.333333333333,36,37,20,24,0.76020333333443
Msex2.07308,scaffold00176,21,A,1244,337,14,9,7,35,0.586445204496643
Msex2.07309,scaffold00176,21,A,1077,351,14,1,10,5,0.458043461764995
Msex2.07310,scaffold00176,21,A,6877.66666666667,2107.33333333333,14,14,16,27,0.548317945904168
Msex2.07311,scaffold00176,21,A,382.666666666667,97.3333333333333,0,0,1,1,0.25302856261849
Msex2.07312,scaffold00175,23,A,0,0,0,0,0,0,0
Msex2.07313,scaffold00175,23,A,4584.33333333333,1442.66666666667,30,16,4,1,0.430317400934271
Msex2.07314,scaffold00175,23,A,993.333333333333,254.666666666667,9,23,3,5,0.357913929767724
Msex2.07315,scaffold00175,23,A,1950,579,30,23,7,6,0.635231173151734
Msex2.07316,scaffold00175,23,A,6196.66666666667,1864.33333333333,134,162,34,32,0.727265869876386
Msex2.07317,scaffold00175,23,A,882.666666666667,245.333333333333,9,12,2,2,0.448150960277716
Msex2.07318,scaffold00175,23,A,815.333333333333,210.666666666667,13,10,2,5,0.475385507711687
Msex2.07319,scaffold00175,23,A,213.666666666667,56.3333333333333,0,4,0,0,0.55900886327663
Msex2.07320,scaffold00175,23,A,2240,616,1,1,8,4,0.507731496549388
Msex2.07321,scaffold00175,23,A,2186.66666666667,684.333333333333,21,34,3,10,0.70066901162873
Msex2.07322,scaffold00175,23,A,2738.66666666667,699.333333333333,54,28,22,18,0.645186075001502
Msex2.07323,scaffold00175,23,A,8090.66666666667,2406.33333333333,25,29,10,9,0.567535671636082
Msex2.07324,scaffold00175,23,A,738.666666666667,197.333333333333,2,2,0,0,0.577657852173953
Msex2.07325,scaffold00175,23,A,612.666666666667,167.333333333333,0,0,0,0,0.576513231501318
Msex2.07326,scaffold00175,23,A,589.333333333333,172.666666666667,13,11,14,7,0.573605160400628
Msex2.07327,scaffold00175,23,A,810,216,2,0,1,3,0.431829538007058
Msex2.07328,scaffold00175,23,A,3707.33333333333,1044.66666666667,32,14,18,6,0.553962291708547
Msex2.07329,scaffold00175,23,A,2140,623,3,0,11,1,0.00134593478037198
Msex2.07330,scaffold00175,23,A,716.666666666667,204.333333333333,1,0,17,11,0.00106477310766921
Msex2.07331,scaffold00175,23,A,757,209,16,13,7,5,0.613793013021984
Msex2.07332,scaffold00175,23,A,654.333333333333,170.666666666667,16,15,4,11,0.60299326496818
Msex2.07333,scaffold00175,23,A,2351.33333333333,627.666666666667,64,41,28,24,0.382698455136577
Msex2.07334,scaffold00175,23,A,1868.33333333333,531.666666666667,19,5,19,7,0.771841449330061
Msex2.07335,scaffold00175,23,A,631.333333333333,166.666666666667,12,15,6,10,0.527036747252619
Msex2.07336,scaffold00175,23,A,2181.66666666667,689.333333333333,70,20,28,11,0.430169982257929
Msex2.07337,scaffold00175,23,A,2124.33333333333,530.666666666667,28,15,6,5,0.989456776903752
Msex2.07338,scaffold00175,23,A,425.666666666667,147.333333333333,14,7,2,3,0.510430836642999
Msex2.07339,scaffold00175,23,A,1694.66666666667,603.333333333333,37,30,20,18,0.446648216897546
Msex2.07340,scaffold00179,1,Z,2556,705,7,15,0,15,0.998837257450939
Msex2.07341,scaffold00179,1,Z,929.333333333333,222.666666666667,2,0,2,5,0.563920030420172
Msex2.07342,scaffold00179,1,Z,2464.33333333333,694.666666666666,7,2,10,12,0.507132168816722
Msex2.07343,scaffold00179,1,Z,891.666666666667,251.333333333333,2,11,2,7,0.597709788705322
Msex2.07344,scaffold00179,1,Z,1110.66666666667,329.333333333333,4,7,2,1,0.21412287618437
Msex2.07345,scaffold00179,1,Z,0,0,0,0,0,0,0.974797228593724
Msex2.07346,scaffold00179,1,Z,1766.33333333333,489.666666666667,10,11,4,30,0.114042706895321
Msex2.07347,scaffold00179,1,Z,594,189,2,5,1,5,0.600627283132042
Msex2.07348,scaffold00179,1,Z,4524,1185,16,2,21,1,0.00567087131817662
Msex2.07349,scaffold00179,1,Z,314.666666666667,87.3333333333333,4,0,5,0,0.22511030586215
Msex2.07350,scaffold00179,1,Z,995.666666666667,264.333333333333,6,12,5,17,0.564346846758538
Msex2.07351,scaffold00179,1,Z,2426.33333333333,699.666666666667,33,27,32,23,1.66881146692596e-05
Msex2.07352,scaffold00179,1,Z,1654.33333333333,457.666666666667,1,0,4,1,0.595470828343714
Msex2.07353,scaffold00179,1,Z,237.666666666667,74.3333333333333,1,1,1,0,0.429790507823136
Msex2.07354,scaffold00179,1,Z,356,109,2,1,9,4,0.440331728081343
Msex2.07355,scaffold00179,1,Z,914.333333333333,252.666666666667,0,0,8,2,0.162580310528163
Msex2.07356,scaffold00179,1,Z,1620,429,23,21,0,0,0.931661949049737
Msex2.07357,scaffold00179,1,Z,3952,1058,98,67,0,0,0.92597519200582
Msex2.07358,scaffold00182,28,A,1750.66666666667,556.333333333333,26,23,5,2,0.898827148481485
Msex2.07359,scaffold00182,28,A,2123.33333333333,585.666666666667,36,19,2,2,0.000334681768078023
Msex2.07360,scaffold00182,28,A,1865.33333333333,546.666666666667,35,21,5,5,0.58996958270142
Msex2.07361,scaffold00182,28,A,418.666666666667,133.333333333333,14,13,1,0,0.509698208549144
Msex2.07362,scaffold00182,28,A,636.666666666667,212.333333333333,0,0,0,0,0.92975905597296
Msex2.07363,scaffold00182,28,A,622.666666666667,196.333333333333,5,1,0,1,0.775557958404433
Msex2.07364,scaffold00182,28,A,415,128,15,0,6,2,1.83527295587629e-06
Msex2.07365,scaffold00182,28,A,352.666666666667,85.3333333333333,0,0,0,0,0.598289842172544
Msex2.07366,scaffold00182,28,A,1744,518,0,6,0,3,0.501677175216155
Msex2.07366,scaffold00182,28,A,1744,518,0,6,0,3,0.501677175216155
Msex2.07366,scaffold00182,28,A,1744,518,0,6,0,3,0.501677175216155
Msex2.07367,scaffold00182,28,A,809.333333333333,252.666666666667,18,8,6,4,0.5103314162642
Msex2.07368,scaffold00182,28,A,419,112,6,17,0,2,0.00330468052918951
Msex2.07369,scaffold00182,28,A,1086.66666666667,341.333333333333,34,52,6,2,0.795018461998165
Msex2.07370,scaffold00182,28,A,1303.33333333333,406.666666666667,49,43,4,10,0.370228462655824
Msex2.07371,scaffold00182,28,A,724.333333333333,229.666666666667,20,11,5,2,0.94553706505295
Msex2.07372,scaffold00182,28,A,3437,1015,51,165,23,61,0.0210182497907867
Msex2.07373,scaffold00182,28,A,5870.33333333333,1518.66666666667,69,38,31,13,0.355189005297447
Msex2.07374,scaffold00182,28,A,412.333333333333,97.6666666666666,2,12,0,6,0.24348015072252
Msex2.07375,scaffold00182,28,A,1431,423,20,30,12,27,0.799104646405279
Msex2.07376,scaffold00182,28,A,1012.66666666667,292.333333333333,24,27,14,32,0.630051013373776
Msex2.07377,scaffold00182,28,A,388,110,8,10,1,10,0.483833406441842
Msex2.07378,scaffold00182,28,A,782,232,34,3,3,1,0.597487978507061
Msex2.07379,scaffold00185,23,A,6053.33333333333,1644.66666666667,15,39,0,8,0.570774085441424
Msex2.07380,scaffold00185,23,A,496.333333333333,145.666666666667,0,0,8,5,1
Msex2.07381,scaffold00185,23,A,486.666666666667,134.333333333333,11,15,2,3,0.997664157799118
Msex2.07382,scaffold00185,23,A,913.666666666667,241.333333333333,28,15,7,5,0.745090356823441
Msex2.07383,scaffold00185,23,A,2851.66666666667,760.333333333333,33,77,12,21,0.466731646144195
Msex2.07384,scaffold00185,23,A,3461,997,7,26,5,9,0.567936033367816
Msex2.07385,scaffold00185,23,A,482,127,14,3,9,0,0.260312699142542
Msex2.07386,scaffold00185,23,A,581.333333333333,180.666666666667,3,5,7,2,0.216394942204199
Msex2.07387,scaffold00185,23,A,263.666666666667,87.3333333333333,7,11,1,3,0.593270943901684
Msex2.07388,scaffold00185,23,A,2575.66666666667,703.333333333333,26,51,20,20,0.628068885949577
Msex2.07389,scaffold00185,23,A,1353.33333333333,386.666666666667,15,28,8,19,0.786952480383714
Msex2.07390,scaffold00185,23,A,574.666666666667,175.333333333333,13,3,12,2,0.511306651353705
Msex2.07391,scaffold00185,23,A,609.666666666667,161.333333333333,20,18,11,13,0.841521869382864
Msex2.07392,scaffold00185,23,A,3616.33333333333,1078.66666666667,50,52,19,17,0.521255980982623
Msex2.07393,scaffold00181,1,Z,2061,609,6,4,1,3,0.425515983335129
Msex2.07394,scaffold00181,1,Z,5947,1568,30,6,12,5,0.602687781542628
Msex2.07395,scaffold00181,1,Z,2491,716,3,8,10,11,0.283099568480449
Msex2.07396,scaffold00181,1,Z,1045.66666666667,304.333333333333,12,6,9,2,0.572006675267334
Msex2.07397,scaffold00181,1,Z,1137.66666666667,353.333333333333,0,3,3,3,0.680395063206216
Msex2.07398,scaffold00181,1,Z,8244.66666666667,2234.33333333333,6,10,5,13,0.00967531398412355
Msex2.07399,scaffold00181,1,Z,4552,1280,11,3,9,4,0.486703089387002
Msex2.07400,scaffold00181,1,Z,3840,1104,2,11,7,14,0.527613712758107
Msex2.07401,scaffold00181,1,Z,986.666666666667,315.333333333333,6,3,11,5,0.590623030803108
Msex2.07402,scaffold00181,1,Z,4446.66666666667,1409.33333333333,11,5,7,6,0.463357729347372
Msex2.07403,scaffold00181,1,Z,588.333333333333,146.666666666667,0,0,0,1,0.899168403589549
Msex2.07404,scaffold00183,23,A,2332.33333333333,640.666666666667,74,42,19,25,0.518669210066793
Msex2.07405,scaffold00183,23,A,6108,1668,9,62,2,30,0.124182148076834
Msex2.07406,scaffold00183,23,A,579.666666666667,152.333333333333,9,0,15,4,1.71932497391163e-05
Msex2.07407,scaffold00183,23,A,571,158,24,5,7,6,0.0427990266193599
Msex2.07408,scaffold00183,23,A,557.666666666667,156.333333333333,21,2,2,3,0.729596219245446
Msex2.07409,scaffold00183,23,A,545.666666666667,141.333333333333,25,9,12,1,0.107591668101222
Msex2.07410,scaffold00183,23,A,546.666666666667,140.333333333333,15,6,11,5,0.0974396758150673
Msex2.07411,scaffold00183,23,A,566.333333333333,156.666666666667,5,1,16,1,0.431323328030073
Msex2.07412,scaffold00183,23,A,1017.33333333333,269.666666666667,6,0,10,3,0.613501578991897
Msex2.07413,scaffold00183,23,A,555,162,9,3,26,2,0.945991998814639
Msex2.07414,scaffold00183,23,A,563.666666666667,162.333333333333,0,0,5,1,0.0281566212054554
Msex2.07415,scaffold00187,3,A,3948.66666666667,1088.33333333333,16,12,9,8,0.755828559596936
Msex2.07416,scaffold00187,3,A,900,255,0,0,12,9,0.557836318082625
Msex2.07417,scaffold00187,3,A,651.666666666667,215.333333333333,3,5,0,0,0.880487804878049
Msex2.07418,scaffold00187,3,A,523.666666666667,178.333333333333,5,3,0,0,0.560603871927652
Msex2.07419,scaffold00187,3,A,432.666666666667,107.333333333333,2,2,3,10,0.840331491712707
Msex2.07420,scaffold00187,3,A,464,109,1,31,3,4,0
Msex2.07421,scaffold00187,3,A,16254,5100,78,51,36,34,0.67746956466314
Msex2.07422,scaffold00187,3,A,836,223,27,24,14,6,0.000136332623710645
Msex2.07423,scaffold00187,3,A,544.333333333333,169.666666666667,27,4,11,1,7.0781093080025e-06
Msex2.07424,scaffold00187,3,A,4304.66666666667,1191.33333333333,134,56,33,32,0.642770033923905
Msex2.07425,scaffold00187,3,A,846,228,4,4,15,12,0.0228970941100127
Msex2.07426,scaffold00187,3,A,385.333333333333,94.6666666666666,2,7,1,7,0.398995540306502
Msex2.07427,scaffold00186,19,A,1154,340,12,27,3,8,0.989506721794285
Msex2.07428,scaffold00186,19,A,1128.33333333333,329.666666666667,39,5,18,1,0.264921065878506
Msex2.07429,scaffold00186,19,A,3129.66666666667,824.333333333333,43,32,2,2,0.977660277594184
Msex2.07430,scaffold00186,19,A,802.666666666667,205.333333333333,7,6,9,5,0.555940505205556
Msex2.07431,scaffold00186,19,A,499,155,20,4,4,1,0.429886114713123
Msex2.07432,scaffold00186,19,A,1544,481,11,10,4,2,0.666553083571788
Msex2.07433,scaffold00186,19,A,1101,387,48,4,14,1,0.686218249980674
Msex2.07434,scaffold00186,19,A,1580,544,49,44,16,7,0.300591501100691
Msex2.07435,scaffold00186,19,A,1774.66666666667,643.333333333333,16,28,7,5,0.0850603445066876
Msex2.07436,scaffold00186,19,A,858.333333333333,302.666666666667,4,27,1,16,0.932682318720133
Msex2.07437,scaffold00186,19,A,1604.66666666667,534.333333333333,21,4,8,2,0.499728514996933
Msex2.07438,scaffold00186,19,A,1038,315,8,15,5,6,0.544761822784232
Msex2.07439,scaffold00186,19,A,625.666666666667,163.333333333333,23,26,7,5,0.51072197923489
Msex2.07440,scaffold00186,19,A,7019,2080,24,30,15,15,0.337856538092005
Msex2.07441,scaffold00186,19,A,2695.33333333333,718.666666666666,17,9,16,18,0.0683114955380869
Msex2.07442,scaffold00186,19,A,1458.66666666667,422.333333333333,10,8,7,7,0.692021098462619
Msex2.07443,scaffold00186,19,A,434.333333333333,120.666666666667,5,5,0,4,0.000179771818444326
Msex2.07444,scaffold00186,19,A,668,211,5,27,0,11,0.534068378293586
Msex2.07445,scaffold00186,19,A,628,194,10,9,9,6,0.516786871005804
Msex2.07446,scaffold00186,19,A,2029.33333333333,610.666666666667,20,18,21,11,0.955725286234809
Msex2.07447,scaffold00186,19,A,578.333333333333,168.666666666667,4,8,2,5,0.55238916555168
Msex2.07448,scaffold00184,18,A,4122.33333333333,1184.66666666667,116,65,16,13,0.752805320205822
Msex2.07449,scaffold00184,18,A,1441.33333333333,391.666666666667,30,24,5,2,0.250427469196381
Msex2.07450,scaffold00184,18,A,598.333333333333,157.666666666667,4,9,0,3,0.712202648391759
Msex2.07451,scaffold00184,18,A,527,148,10,7,3,3,0.497941336568426
Msex2.07452,scaffold00184,18,A,806.666666666667,213.333333333333,31,19,8,3,0.60074522219799
Msex2.07453,scaffold00184,18,A,1511.33333333333,528.666666666667,16,1,15,4,0.640068193118752
Msex2.07454,scaffold00184,18,A,2025,540,8,3,23,10,0.671715399324943
Msex2.07455,scaffold00184,18,A,1682.66666666667,462.333333333333,11,4,5,3,0.539281775286479
Msex2.07456,scaffold00184,18,A,146.666666666667,36.3333333333333,4,3,0,0,0.38064779116389
Msex2.07457,scaffold00184,18,A,936.333333333333,269.666666666667,39,11,17,5,0.166059135225736
Msex2.07458,scaffold00184,18,A,918,255,10,1,9,1,0.000469100150472021
Msex2.07459,scaffold00184,18,A,1877.33333333333,525.666666666667,17,4,9,1,0.63254093988319
Msex2.07460,scaffold00184,18,A,1039,278,3,14,1,11,0.341793751658097
Msex2.07461,scaffold00184,18,A,493,140,12,3,3,1,0.359982792929436
Msex2.07462,scaffold00184,18,A,12756,3930,15,15,3,0,0.471542890883521
Msex2.07463,scaffold00184,18,A,5111.33333333333,1548.66666666667,23,21,9,18,0.00156633535207923
Msex2.07464,scaffold00184,18,A,4270,1166,7,14,11,47,0.611913094639619
Msex2.07465,scaffold00184,18,A,387.333333333333,125.666666666667,9,10,2,2,0.797437991221803
Msex2.07466,scaffold00184,18,A,410.333333333333,129.666666666667,3,4,2,6,0.970753939572628
Msex2.07467,scaffold00184,18,A,815.333333333333,273.666666666667,7,4,2,1,0.722036885911685
Msex2.07468,scaffold00184,18,A,1631,535,6,15,4,7,0.589570620215245
Msex2.07469,scaffold00184,18,A,350.666666666667,102.333333333333,8,7,4,4,0.49868710582367
Msex2.07470,scaffold00184,18,A,493.333333333333,154.666666666667,21,9,10,2,0.792783639394832
Msex2.07471,scaffold00184,18,A,405,108,1,3,1,7,0.469306396892339
Msex2.07472,scaffold00184,18,A,744,222,5,2,12,7,0.718398352186521
Msex2.07473,scaffold00184,18,A,2269.33333333333,832.666666666667,9,11,24,66,0.636795484251351
Msex2.07474,scaffold00184,18,A,221.333333333333,78.6666666666667,0,0,5,5,1
Msex2.07475,scaffold00184,18,A,2746,845,15,9,39,46,0.657600912687321
Msex2.07476,scaffold00184,18,A,4226.66666666667,1311.33333333333,9,7,12,14,0.525204814440383
Msex2.07477,scaffold00184,18,A,18730.6666666667,5908.33333333333,5,2,17,15,0.556694729041278
Msex2.07478,scaffold00210,0,A,742.333333333333,205.666666666667,1,0,0,0,0.27080373576732
Msex2.07479,scaffold00210,0,A,1601,442,1,7,3,5,0.553455068434624
Msex2.07480,scaffold00210,0,A,747.666666666667,203.333333333333,0,0,1,0,0.179295396960884
Msex2.07481,scaffold00210,0,A,510,126,7,12,6,0,0.780177524085063
Msex2.07482,scaffold00210,0,A,2106,636,0,0,0,0,0.440254841672131
Msex2.07483,scaffold00210,0,A,939,288,0,0,1,1,0.476719109021555
Msex2.07484,scaffold00210,0,A,1700.66666666667,549.333333333333,0,0,7,4,0.81845745043265
Msex2.07485,scaffold00210,0,A,3277.66666666667,979.333333333333,0,0,11,8,0.982145071295722
Msex2.07486,scaffold00210,0,A,700.333333333333,157.666666666667,0,0,3,2,1
Msex2.07487,scaffold00210,0,A,773.333333333333,189.666666666667,0,0,2,1,0.924045877616299
Msex2.07488,scaffold00210,0,A,739.666666666667,202.333333333333,0,0,2,0,1
Msex2.07489,scaffold00210,0,A,1094,388,0,2,3,1,0.58554448165769
Msex2.07490,scaffold00210,0,A,911.666666666667,264.333333333333,2,0,5,6,0.662624679849531
Msex2.07491,scaffold00210,0,A,1549.66666666667,499.333333333333,4,2,1,4,0.74365739902559
Msex2.07492,scaffold00210,0,A,959.666666666667,294.333333333333,0,0,5,1,0.206308768471905
Msex2.07493,scaffold00210,0,A,506.333333333333,126.666666666667,0,0,2,9,0.844271508572094
Msex2.07494,scaffold00210,0,A,352.666666666667,94.3333333333333,0,0,0,3,0.729299526497656
Msex2.07495,scaffold00210,0,A,873,255,0,0,2,1,0.775105546572653
Msex2.07496,scaffold00210,0,A,287,88,0,0,10,0,0.372697584519004
Msex2.07497,scaffold00210,0,A,757,221,0,0,5,0,0.96922441353274
Msex2.07498,scaffold00210,0,A,428.333333333333,129.666666666667,0,0,3,1,0.572029780264841
Msex2.07499,scaffold00210,0,A,1036.33333333333,268.666666666667,1,0,11,10,0.558211159695189
Msex2.07500,scaffold00210,0,A,1393.66666666667,376.333333333333,0,0,4,0,0.388003151367898
Msex2.07501,scaffold00210,0,A,6429.66666666667,1865.33333333333,0,0,18,27,0.960626220261769
Msex2.07502,scaffold00188,19,A,1501,386,54,22,3,0,0.549425075175003
Msex2.07503,scaffold00188,19,A,664,167,15,7,5,1,0.418264638678286
Msex2.07504,scaffold00188,19,A,13036.6666666667,3862.33333333333,92,31,15,8,0.624945817268058
Msex2.07505,scaffold00188,19,A,2477.66666666667,780.333333333333,31,16,10,5,0.617544036586927
Msex2.07506,scaffold00188,19,A,735.333333333333,236.666666666667,14,6,3,0,0.682568127764272
Msex2.07507,scaffold00188,19,A,952.666666666667,274.333333333333,14,3,7,1,0.547653607397822
Msex2.07508,scaffold00188,19,A,309,111,7,2,5,0,0.914351653457934
Msex2.07509,scaffold00188,19,A,1210.33333333333,403.666666666667,40,12,11,6,0.661824780096328
Msex2.07510,scaffold00188,19,A,341.666666666667,126.333333333333,25,8,6,1,0.698801865232956
Msex2.07511,scaffold00188,19,A,2075,640,43,51,4,15,0.435660611602145
